Student ID,Name,Location,Zip Code,Grade,Major,Interests,Bio
220,Aiden Brown,Rural Area,30129,9,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Brown! A 9th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
221,Emma Smith,Rural Area,83630,1,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Smith! A 1th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
222,Ava Taylor,Rural Area,49148,1,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Taylor! A 1th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
223,Emma Smith,Suburban Area,67915,10,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emma Smith! A 10th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
224,Ethan Jackson,Rural Area,59463,12,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ethan Jackson! A 12th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
225,Emma Miller,Rural Area,57281,7,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Miller! A 7th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
226,Aiden Jackson,Urban Area,55424,11,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Jackson! A 11th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
227,Olivia Johnson,Rural Area,53836,4,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Johnson! A 4th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
228,Olivia Taylor,Urban Area,66760,1,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Olivia Taylor! A 1th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
229,Noah Taylor,Rural Area,28393,8,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Taylor! A 8th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
230,Liam Jones,Urban Area,19640,12,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Jones! A 12th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
231,Aiden Taylor,Rural Area,34775,2,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Aiden Taylor! A 2th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
232,Ethan Davis,Suburban Area,99324,3,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Davis! A 3th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
233,Olivia Rodriguez,Urban Area,41546,8,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Olivia Rodriguez! A 8th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
234,Daniel Taylor,Rural Area,16857,9,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Daniel Taylor! A 9th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
235,Daniel Williams,Urban Area,17167,2,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Williams! A 2th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
236,Olivia Brown,Suburban Area,82893,7,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Brown! A 7th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
237,Aiden Smith,Rural Area,71930,12,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Aiden Smith! A 12th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
238,Noah Garcia,Urban Area,15412,1,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Noah Garcia! A 1th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
239,Jackson Johnson,Suburban Area,80510,11,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Johnson! A 11th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
240,Emma Johnson,Suburban Area,18162,4,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emma Johnson! A 4th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
241,Noah Jones,Urban Area,61959,1,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Jones! A 1th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
242,Noah Davis,Urban Area,39776,6,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Noah Davis! A 6th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
243,Liam Brown,Urban Area,68165,12,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Brown! A 12th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
244,Noah Rodriguez,Urban Area,93595,2,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Rodriguez! A 2th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
245,Emma Taylor,Rural Area,32019,12,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Taylor! A 12th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
246,Ethan Jones,Urban Area,82619,10,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Jones! A 10th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
247,Jackson Brown,Suburban Area,58964,10,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Brown! A 10th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
248,Noah Rodriguez,Rural Area,14652,7,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Rodriguez! A 7th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
249,Ethan Jackson,Suburban Area,33970,6,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ethan Jackson! A 6th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
250,Isabella Jones,Urban Area,40675,6,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Isabella Jones! A 6th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
251,Isabella Jackson,Suburban Area,93056,12,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Isabella Jackson! A 12th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
252,Sophia Rodriguez,Rural Area,47142,10,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Rodriguez! A 10th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
253,Ethan Smith,Suburban Area,43801,8,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ethan Smith! A 8th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
254,Sophia Williams,Rural Area,60472,9,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Williams! A 9th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
255,Liam Brown,Suburban Area,22755,3,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Liam Brown! A 3th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
256,Jackson Brown,Urban Area,36476,9,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Brown! A 9th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
257,Ava Davis,Rural Area,31726,7,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ava Davis! A 7th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
258,Liam Davis,Rural Area,25762,2,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Liam Davis! A 2th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
259,Jackson Jackson,Rural Area,84914,11,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Jackson Jackson! A 11th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
260,Emma Rodriguez,Suburban Area,94290,4,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Rodriguez! A 4th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
261,Ethan Jones,Urban Area,68943,3,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ethan Jones! A 3th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
262,Isabella Jackson,Suburban Area,83936,6,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Jackson! A 6th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
263,Ava Jones,Urban Area,61624,3,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ava Jones! A 3th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
264,Emma Martinez,Suburban Area,37726,4,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Martinez! A 4th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
265,Sophia Miller,Suburban Area,55673,6,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Miller! A 6th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
266,Noah Miller,Suburban Area,38846,3,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Miller! A 3th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
267,Daniel Williams,Suburban Area,41956,10,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Daniel Williams! A 10th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
268,Aiden Taylor,Rural Area,74843,2,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Taylor! A 2th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
269,Aiden Jones,Rural Area,18304,8,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Jones! A 8th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
270,Ava Williams,Urban Area,77605,9,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ava Williams! A 9th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
271,Sophia Garcia,Rural Area,24430,7,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Sophia Garcia! A 7th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
272,Aiden Brown,Urban Area,36568,2,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Brown! A 2th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
273,Emma Garcia,Suburban Area,66345,9,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Garcia! A 9th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
274,Ava Garcia,Urban Area,21243,1,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ava Garcia! A 1th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
275,Jackson Rodriguez,Suburban Area,48328,4,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Jackson Rodriguez! A 4th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
276,Emma Rodriguez,Urban Area,21505,11,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Rodriguez! A 11th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
277,Aiden Jackson,Urban Area,42701,8,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Aiden Jackson! A 8th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
278,Jackson Jones,Rural Area,11512,2,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Jackson Jones! A 2th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
279,Sophia Davis,Suburban Area,19876,9,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Davis! A 9th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
280,Liam Jackson,Urban Area,88461,7,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Liam Jackson! A 7th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
281,Isabella Rodriguez,Rural Area,58043,4,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Rodriguez! A 4th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
282,Noah Rodriguez,Urban Area,15616,1,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Noah Rodriguez! A 1th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
283,Ethan Brown,Rural Area,46786,3,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ethan Brown! A 3th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
284,Sophia Martinez,Suburban Area,92382,6,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Martinez! A 6th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
285,Emma Jones,Urban Area,65614,9,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Jones! A 9th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
286,Ava Jones,Suburban Area,77242,5,Science,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Jones! A 5th-grade student interested in Science. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
287,Emily Garcia,Urban Area,88761,11,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Garcia! A 11th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
288,Olivia Garcia,Rural Area,11996,2,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Garcia! A 2th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
289,Aiden Rodriguez,Urban Area,91437,12,Mathematics,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Rodriguez! A 12th-grade student interested in Mathematics. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
290,Ethan Miller,Rural Area,56568,10,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Miller! A 10th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
291,Emma Davis,Suburban Area,94545,2,Engineering,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emma Davis! A 2th-grade student interested in Engineering. I'm fascinated by robotics and love building simple robots to understand how they work."
292,Emily Garcia,Urban Area,59613,9,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Garcia! A 9th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
293,Olivia Taylor,Suburban Area,22093,4,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Taylor! A 4th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
294,Emma Taylor,Rural Area,96917,3,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Emma Taylor! A 3th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
295,Ethan Brown,Rural Area,30907,7,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ethan Brown! A 7th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
296,Aiden Garcia,Urban Area,85028,5,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Aiden Garcia! A 5th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
297,Isabella Jones,Rural Area,66706,4,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Jones! A 4th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
298,Emily Rodriguez,Urban Area,61217,6,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Emily Rodriguez! A 6th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
299,Daniel Brown,Rural Area,68083,1,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Brown! A 1th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
300,Aiden Rodriguez,Rural Area,47174,1,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Aiden Rodriguez! A 1th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
301,Liam Martinez,Rural Area,21240,12,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Liam Martinez! A 12th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
302,Emily Davis,Suburban Area,91460,8,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emily Davis! A 8th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
303,Sophia Jackson,Rural Area,32666,4,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Sophia Jackson! A 4th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
304,Daniel Jones,Suburban Area,40028,2,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Daniel Jones! A 2th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
305,Isabella Martinez,Suburban Area,13241,12,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Martinez! A 12th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
306,Sophia Garcia,Suburban Area,56522,1,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Sophia Garcia! A 1th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
307,Jackson Jackson,Suburban Area,20272,11,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Jackson Jackson! A 11th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
308,Isabella Garcia,Urban Area,80674,3,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Isabella Garcia! A 3th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
309,Daniel Johnson,Rural Area,85070,8,Science,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Daniel Johnson! A 8th-grade student interested in Science. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
310,Olivia Taylor,Suburban Area,71305,6,Mathematics,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Taylor! A 6th-grade student interested in Mathematics. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
311,Ava Garcia,Suburban Area,99271,9,Arts,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ava Garcia! A 9th-grade student interested in Arts. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
312,Sophia Davis,Urban Area,84734,9,Technology,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Sophia Davis! A 9th-grade student interested in Technology. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
313,Ethan Garcia,Suburban Area,69224,10,Engineering,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ethan Garcia! A 10th-grade student interested in Engineering. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
314,Olivia Davis,Rural Area,28100,10,Mathematics,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Olivia Davis! A 10th-grade student interested in Mathematics. I find joy in designing and creating structures, from bridges to small engineering projects."
315,Jackson Garcia,Suburban Area,62229,11,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Garcia! A 11th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
316,Aiden Johnson,Rural Area,84409,5,Engineering,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Aiden Johnson! A 5th-grade student interested in Engineering. I find joy in designing and creating structures, from bridges to small engineering projects."
317,Noah Smith,Rural Area,57313,11,Arts,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Smith! A 11th-grade student interested in Arts. I'm fascinated by robotics and love building simple robots to understand how they work."
318,Sophia Brown,Rural Area,80764,5,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Sophia Brown! A 5th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
319,Olivia Garcia,Rural Area,42439,2,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Olivia Garcia! A 2th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
320,Jackson Johnson,Rural Area,83028,3,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Jackson Johnson! A 3th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
321,Daniel Jones,Urban Area,86478,8,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Jones! A 8th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
322,Noah Williams,Urban Area,94889,1,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Noah Williams! A 1th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
323,Ethan Smith,Urban Area,35350,11,Technology,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Ethan Smith! A 11th-grade student interested in Technology. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
324,Ethan Martinez,Rural Area,93769,3,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Martinez! A 3th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
325,Isabella Martinez,Rural Area,41723,4,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Isabella Martinez! A 4th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
326,Emily Brown,Suburban Area,20905,1,Arts,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emily Brown! A 1th-grade student interested in Arts. I find joy in designing and creating structures, from bridges to small engineering projects."
327,Olivia Miller,Rural Area,20540,1,Technology,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Olivia Miller! A 1th-grade student interested in Technology. I'm fascinated by robotics and love building simple robots to understand how they work."
328,Emma Garcia,Urban Area,51477,5,Mathematics,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Emma Garcia! A 5th-grade student interested in Mathematics. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
329,Aiden Smith,Suburban Area,45620,1,Engineering,"Exploring technology is my passion, and I enjoy coding programs to create digital solutions.","Hi, I'm Aiden Smith! A 1th-grade student interested in Engineering. Exploring technology is my passion, and I enjoy coding programs to create digital solutions."
330,Daniel Jackson,Urban Area,36654,5,Science,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Daniel Jackson! A 5th-grade student interested in Science. I'm fascinated by robotics and love building simple robots to understand how they work."
331,Ethan Johnson,Suburban Area,80540,10,Science,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Ethan Johnson! A 10th-grade student interested in Science. I find joy in designing and creating structures, from bridges to small engineering projects."
332,Daniel Jackson,Suburban Area,42065,1,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Daniel Jackson! A 1th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
333,Ethan Jones,Suburban Area,89471,1,Science,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Ethan Jones! A 1th-grade student interested in Science. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
334,Ethan Jackson,Rural Area,51540,9,Technology,"Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts.","Hi, I'm Ethan Jackson! A 9th-grade student interested in Technology. Numbers intrigue me, and I enjoy solving math puzzles and exploring mathematical concepts."
335,Jackson Williams,Rural Area,24773,6,Mathematics,I'm fascinated by robotics and love building simple robots to understand how they work.,"Hi, I'm Jackson Williams! A 6th-grade student interested in Mathematics. I'm fascinated by robotics and love building simple robots to understand how they work."
336,Emma Brown,Suburban Area,69153,1,Technology,"I find joy in designing and creating structures, from bridges to small engineering projects.","Hi, I'm Emma Brown! A 1th-grade student interested in Technology. I find joy in designing and creating structures, from bridges to small engineering projects."
337,Aiden Taylor,Rural Area,11448,2,Arts,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Aiden Taylor! A 2th-grade student interested in Arts. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
338,Sophia Jones,Urban Area,89007,8,Engineering,"Expressing myself through various art forms, such as drawing and painting, is my creative outlet.","Hi, I'm Sophia Jones! A 8th-grade student interested in Engineering. Expressing myself through various art forms, such as drawing and painting, is my creative outlet."
